0,     0
1.3335,0
0,     0.83659
1.3335,0.83659
0,     2.0908
1.3335,2.0908
0,     3.6278
1.3335,3.6278
0,     5.2995
1.3335,5.2995
0,     6.6247
1.3335,6.6247
