sub	 task	 sess	 trl	 item	 acc	     rts
108	    1	    2	   1	    5	   1	  584.25
108	    1	    2	   2	    1	   0	  512.80
108	    1	    2	   3	    3	   1	  356.59
108	    1	    2	   4	   11	   1	  400.46
108	    1	    2	   5	    7	   1	 1190.50
108	    1	    2	   6	    7	   1	  408.91
108	    1	    2	   7	    1	   1	  547.27
108	    1	    2	   8	    5	   1	 1464.30
108	    1	    2	   9	   11	   1	  489.27
108	    1	    2	  10	    3	   1	  435.96
108	    1	    2	  13	    1	   1	  449.46
108	    1	    2	  14	    3	   1	  370.20
108	    1	    2	  15	    1	   1	  378.58
108	    1	    2	  16	    1	   1	  357.68
108	    1	    2	  17	    9	   1	  408.67
108	    1	    2	  18	    7	   1	  527.84
108	    1	    2	  19	   11	   1	  345.25
108	    1	    2	  20	    7	   1	  555.62
108	    1	    2	  21	   11	   1	  386.64
108	    1	    2	  22	    5	   1	  650.27
108	    1	    2	  23	    1	   1	  546.11
108	    1	    2	  24	    3	   1	  412.04
108	    1	    2	  25	    5	   1	  540.15
108	    1	    2	  26	    9	   1	  483.34
108	    1	    2	  27	   11	   1	  415.70
108	    1	    2	  28	   11	   1	  386.58
108	    1	    2	  29	    9	   1	  384.10
108	    1	    2	  30	    5	   1	  834.80
108	    1	    2	  31	    7	   1	 1056.50
108	    1	    2	  32	    5	   1	  524.32
108	    1	    2	  33	    3	   1	  457.48
108	    1	    2	  34	   11	   1	  497.79
108	    1	    2	  35	    1	   1	  381.51
108	    1	    2	  36	    1	   1	  372.86
108	    1	    2	  37	    1	   1	  353.85
108	    1	    2	  38	    3	   1	  315.97
108	    1	    2	  40	    3	   1	  505.73
108	    1	    2	  41	    7	   1	  416.25
108	    1	    2	  42	    5	   1	  473.86
108	    1	    2	  43	    7	   1	  458.71
108	    1	    2	  44	    3	   1	  445.51
108	    1	    2	  45	    3	   1	  364.77
108	    1	    2	  46	    5	   0	  874.40
108	    1	    2	  47	    9	   1	  615.43
108	    1	    2	  48	    9	   1	  458.13
108	    1	    2	  49	    1	   1	  419.09
108	    1	    2	  50	    7	   1	  785.11
108	    1	    2	  51	    5	   1	 1112.20
108	    1	    2	  52	    1	   1	  526.76
108	    1	    2	  53	   11	   1	  405.06
108	    1	    2	  54	    9	   1	  381.83
108	    1	    2	  55	    5	   1	  437.17
108	    1	    2	  56	    7	   1	  487.47
108	    1	    2	  57	   11	   1	  474.99
108	    1	    2	  59	    1	   1	  469.90
108	    1	    2	  60	    9	   1	  440.20
108	    1	    2	  61	    7	   1	  760.07
108	    1	    2	  62	    5	   1	  913.40
108	    1	    2	  63	    7	   0	  544.34
108	    1	    2	  64	    5	   1	  928.64
108	    1	    2	  65	   11	   1	  496.07
108	    1	    2	  66	   11	   1	  345.42
108	    1	    2	  67	   11	   1	  348.46
108	    1	    2	  68	    9	   1	  389.95
108	    1	    2	  69	    5	   1	  533.66
108	    1	    2	  70	    1	   1	  582.74
108	    1	    2	  71	    9	   1	  463.96
108	    1	    2	  72	   11	   1	  396.59
108	    1	    2	  73	    7	   0	  449.25
108	    1	    2	  74	   11	   1	  493.48
108	    1	    2	  75	    3	   1	  576.75
108	    1	    2	  76	    9	   1	  439.53
108	    1	    2	  77	    3	   1	  501.70
108	    1	    2	  78	    5	   1	  551.33
108	    1	    2	  79	   11	   1	  354.46
108	    1	    2	  80	    9	   1	  333.68
108	    1	    2	  81	    9	   1	  401.40
108	    1	    2	  83	    9	   1	  528.45
108	    1	    2	  84	    7	   1	  355.68
108	    1	    2	  85	    9	   1	  325.00
108	    1	    2	  86	    3	   1	  489.00
108	    1	    2	  87	    5	   1	  484.23
108	    1	    2	  88	   11	   1	  392.66
108	    1	    2	  89	    3	   1	  464.35
