sub	 task	 sess	 trl	 item	 acc	     rts
103	    1	    2	   1	   11	   1	  294.67
103	    1	    2	   2	    9	   1	  305.90
103	    1	    2	   3	   11	   1	  248.09
103	    1	    2	   4	    5	   1	 1047.40
103	    1	    2	   5	    7	   0	 1392.40
103	    1	    2	   6	    1	   1	  420.23
103	    1	    2	   7	    9	   1	  404.97
103	    1	    2	   8	   11	   1	  309.98
103	    1	    2	   9	    9	   1	  297.95
103	    1	    2	  10	    7	   1	  390.74
103	    1	    2	  11	    1	   1	  422.26
103	    1	    2	  12	   11	   1	  359.07
103	    1	    2	  13	    7	   1	  343.13
103	    1	    2	  14	    9	   1	  386.28
103	    1	    2	  15	   11	   1	  233.34
103	    1	    2	  16	    5	   1	  712.81
103	    1	    2	  17	    1	   1	  389.80
103	    1	    2	  18	    9	   1	  363.31
103	    1	    2	  19	    1	   1	  327.90
103	    1	    2	  20	    5	   1	 1507.20
103	    1	    2	  21	    3	   1	  458.20
103	    1	    2	  22	    7	   0	 1348.60
103	    1	    2	  23	    1	   1	  447.54
103	    1	    2	  24	    3	   1	  522.37
103	    1	    2	  26	    5	   1	 1395.10
103	    1	    2	  27	    5	   1	  467.19
103	    1	    2	  28	    3	   1	  392.66
103	    1	    2	  29	    5	   1	  294.98
103	    1	    2	  30	    9	   1	  701.67
103	    1	    2	  31	    1	   1	  582.15
103	    1	    2	  32	    1	   1	  423.41
103	    1	    2	  33	   11	   1	  460.91
103	    1	    2	  35	    1	   1	  361.67
103	    1	    2	  36	    9	   1	  426.09
103	    1	    2	  37	    7	   1	  443.81
103	    1	    2	  38	    9	   1	  347.76
103	    1	    2	  39	   11	   1	  327.61
103	    1	    2	  40	    7	   1	  425.47
103	    1	    2	  41	   11	   1	  445.54
103	    1	    2	  42	    3	   1	  471.90
103	    1	    2	  43	    1	   1	  399.06
103	    1	    2	  44	    3	   1	  319.09
103	    1	    2	  45	    9	   1	  414.12
103	    1	    2	  46	   11	   1	  313.57
103	    1	    2	  47	    1	   1	  541.60
103	    1	    2	  48	   11	   1	  426.00
103	    1	    2	  49	    7	   1	 1460.30
103	    1	    2	  50	    9	   1	  320.99
103	    1	    2	  51	    3	   1	  446.05
103	    1	    2	  52	    7	   1	  750.84
103	    1	    2	  53	    9	   1	  296.60
103	    1	    2	  54	    3	   1	  398.11
103	    1	    2	  55	    7	   0	  617.47
103	    1	    2	  56	    7	   1	  600.47
103	    1	    2	  57	   11	   1	  347.71
103	    1	    2	  58	    7	   1	  317.16
103	    1	    2	  59	    3	   1	  355.79
103	    1	    2	  60	    5	   1	  477.50
103	    1	    2	  61	    3	   1	  361.09
103	    1	    2	  62	    3	   1	  366.86
103	    1	    2	  63	    3	   1	  318.28
103	    1	    2	  64	    3	   1	  358.83
103	    1	    2	  65	    9	   1	  425.25
103	    1	    2	  66	   11	   1	  256.45
103	    1	    2	  67	    5	   1	 1590.10
103	    1	    2	  68	    5	   1	  379.18
103	    1	    2	  69	    9	   1	  481.13
103	    1	    2	  70	   11	   1	  291.08
103	    1	    2	  71	    5	   1	  669.75
103	    1	    2	  72	    3	   1	  311.10
103	    1	    2	  73	   11	   1	  423.78
103	    1	    2	  74	    3	   1	  523.28
103	    1	    2	  75	    7	   1	  932.20
103	    1	    2	  76	    3	   1	  400.22
103	    1	    2	  77	    7	   1	 1239.80
103	    1	    2	  78	    1	   1	  360.84
103	    1	    2	  79	    5	   1	  354.85
103	    1	    2	  80	   11	   1	  379.97
103	    1	    2	  81	    5	   1	 1268.80
103	    1	    2	  82	    7	   0	  957.43
103	    1	    2	  83	    9	   1	  520.00
103	    1	    2	  84	    1	   1	  633.60
103	    1	    2	  85	    1	   1	  392.85
103	    1	    2	  86	    1	   1	  317.71
103	    1	    2	  87	    1	   1	  371.55
103	    1	    2	  88	    9	   1	  402.77
103	    1	    2	  89	    7	   1	  486.10
103	    1	    2	  90	    7	   1	  369.41
103	    1	    2	  91	    9	   1	  359.73
103	    1	    2	  92	    9	   1	  348.14
103	    1	    2	  93	    5	   1	 1226.20
103	    1	    2	  94	    7	   0	  341.31
103	    1	    2	  95	    7	   1	 1118.70
103	    1	    2	  96	    3	   1	  492.46
103	    1	    2	  97	   11	   1	  477.13
103	    1	    2	  98	    7	   0	 1451.00
103	    1	    2	  99	    1	   1	  504.95
103	    1	    2	 100	    1	   1	  360.38
103	    1	    2	 101	    9	   1	  499.33
103	    1	    2	 102	   11	   1	  313.60
103	    1	    2	 103	    5	   1	 1397.30
103	    1	    2	 104	   11	   1	  431.58
103	    1	    2	 105	    5	   1	 1574.30
103	    1	    2	 106	    1	   1	  397.82
103	    1	    2	 107	    1	   1	  350.45
103	    1	    2	 108	    5	   1	  878.26
103	    1	    2	 109	    1	   1	  399.79
103	    1	    2	 110	    7	   1	 1337.70
103	    1	    2	 111	    5	   1	 1060.60
103	    1	    2	 112	    5	   1	  814.33
103	    1	    2	 113	   11	   1	  438.50
103	    1	    2	 115	    3	   1	  392.81
103	    1	    2	 116	    3	   1	  288.59
103	    1	    2	 117	    5	   1	  898.32
103	    1	    2	 118	    9	   1	  480.17
103	    1	    2	 119	    5	   1	 1763.50
103	    1	    3	   1	    1	   1	  342.20
103	    1	    3	   2	    3	   1	  330.68
103	    1	    3	   3	    5	   1	  890.62
103	    1	    3	   4	    1	   1	  354.83
103	    1	    3	   5	    3	   1	  331.68
103	    1	    3	   6	    1	   1	  310.91
103	    1	    3	   7	    7	   1	  338.01
103	    1	    3	   8	    9	   1	  278.70
103	    1	    3	   9	    7	   1	  302.74
103	    1	    3	  10	    1	   1	  314.35
103	    1	    3	  11	    3	   1	  539.36
103	    1	    3	  12	   11	   1	  339.30
103	    1	    3	  13	   11	   1	  271.96
103	    1	    3	  14	    3	   1	  396.59
103	    1	    3	  15	    7	   1	  552.90
103	    1	    3	  16	    5	   0	  763.52
103	    1	    3	  17	    5	   1	  598.26
103	    1	    3	  18	    5	   1	  359.59
103	    1	    3	  19	    1	   1	  404.51
103	    1	    3	  20	    9	   1	  261.68
103	    1	    3	  21	    9	   1	  232.12
103	    1	    3	  22	    5	   1	  809.81
103	    1	    3	  23	    9	   1	  374.84
103	    1	    3	  24	    5	   1	  409.67
103	    1	    3	  25	    1	   1	  339.56
103	    1	    3	  26	    3	   1	  332.41
103	    1	    3	  27	    1	   1	  321.39
103	    1	    3	  28	    9	   1	  327.00
103	    1	    3	  29	    5	   1	  350.40
103	    1	    3	  30	    1	   1	  356.42
103	    1	    3	  31	    9	   1	  373.00
103	    1	    3	  32	    1	   1	  336.55
103	    1	    3	  33	    7	   1	  466.74
103	    1	    3	  34	   11	   1	  383.15
103	    1	    3	  35	    7	   1	  299.33
103	    1	    3	  36	    5	   1	  368.30
103	    1	    3	  37	    9	   1	  510.09
103	    1	    3	  38	    9	   1	  362.00
103	    1	    3	  39	    5	   1	  367.68
103	    1	    3	  40	    7	   0	  332.63
103	    1	    3	  41	   11	   1	  351.91
103	    1	    3	  42	    7	   0	  641.67
103	    1	    3	  43	    9	   1	  417.10
103	    1	    3	  44	    7	   1	  371.23
103	    1	    3	  45	    7	   1	  471.44
103	    1	    3	  46	    7	   1	  359.64
103	    1	    3	  47	    1	   1	  369.76
103	    1	    3	  48	    5	   1	  465.79
103	    1	    3	  49	    3	   1	  295.60
