sub	 task	 sess	 trl	 item	 acc	     rts
105	    1	    2	   1	    7	   1	  705.87
105	    1	    2	   2	    5	   1	  356.91
105	    1	    2	   3	    9	   1	  449.50
105	    1	    2	   4	    1	   1	  383.75
105	    1	    2	   5	    3	   1	  362.69
105	    1	    2	   6	    9	   1	  387.16
105	    1	    2	   7	    7	   1	  473.03
105	    1	    2	   8	    7	   0	  341.55
105	    1	    2	   9	    3	   1	  393.61
105	    1	    2	  10	    3	   1	  551.58
105	    1	    2	  11	    7	   1	  506.56
105	    1	    2	  12	   11	   0	  361.98
105	    1	    2	  13	    7	   1	  685.08
105	    1	    2	  14	    5	   0	  630.06
105	    1	    2	  15	    5	   1	  735.93
105	    1	    2	  16	    9	   1	  403.52
105	    1	    2	  17	    5	   1	  392.36
105	    1	    2	  18	    1	   1	  381.43
105	    1	    2	  19	    1	   1	  314.25
105	    1	    2	  20	    7	   1	  433.51
105	    1	    2	  21	    3	   1	  451.58
105	    1	    2	  22	   11	   1	  445.01
105	    1	    2	  23	   11	   1	  341.53
105	    1	    2	  24	    5	   1	  599.56
105	    1	    2	  25	    7	   1	  584.26
105	    1	    2	  26	    9	   1	  561.25
105	    1	    2	  27	    3	   1	  473.72
105	    1	    2	  28	    7	   1	  427.81
105	    1	    2	  29	    5	   1	  463.68
105	    1	    2	  30	    5	   1	  491.13
105	    1	    2	  31	    5	   1	  474.71
105	    1	    2	  32	    3	   1	  454.84
105	    1	    2	  33	    9	   1	  436.20
105	    1	    2	  34	    9	   1	  405.26
105	    1	    2	  35	    5	   1	  481.88
105	    1	    2	  36	    1	   1	  412.54
105	    1	    2	  37	    9	   1	  416.77
105	    1	    2	  38	    9	   1	  443.13
105	    1	    2	  39	    9	   1	  378.11
105	    1	    2	  40	    3	   1	  370.77
105	    1	    2	  41	    3	   1	  401.06
105	    1	    2	  42	    7	   1	  434.63
105	    1	    2	  43	    5	   1	  357.15
105	    1	    2	  44	    7	   0	  453.10
105	    1	    2	  46	    9	   1	  406.31
105	    1	    2	  47	    1	   1	  406.19
105	    1	    2	  48	    5	   1	  466.09
105	    1	    2	  49	    3	   1	  378.75
105	    1	    2	  50	    1	   1	  356.86
105	    1	    2	  51	    3	   1	  398.96
105	    1	    2	  52	    1	   1	  344.06
105	    1	    2	  53	    3	   1	  345.99
105	    1	    2	  54	    5	   0	  901.22
105	    1	    2	  55	   11	   1	  398.15
105	    1	    2	  56	    3	   1	  470.23
105	    1	    2	  57	    9	   1	  439.11
105	    1	    2	  58	   11	   1	  436.90
105	    1	    2	  59	   11	   1	  362.11
105	    1	    2	  60	   11	   1	  354.62
105	    1	    2	  61	    9	   1	  324.00
105	    1	    2	  62	    1	   1	  440.39
105	    1	    2	  63	    1	   1	  369.86
105	    1	    2	  64	    1	   1	  354.64
105	    1	    2	  65	    7	   0	  632.16
105	    1	    2	  66	   11	   1	  530.04
105	    1	    2	  67	   11	   1	  333.84
105	    1	    2	  68	   11	   1	  334.95
105	    1	    2	  69	    3	   1	  407.16
105	    1	    2	  70	    1	   1	  363.84
105	    1	    2	  71	   11	   1	  480.50
105	    1	    2	  72	   11	   1	  467.65
105	    1	    2	  73	    5	   0	  449.15
105	    1	    2	  74	    5	   1	  620.49
105	    1	    2	  75	    3	   1	  469.27
105	    1	    2	  76	    7	   1	  614.84
105	    1	    2	  77	   11	   1	  458.09
105	    1	    2	  78	    3	   1	  392.50
105	    1	    2	  79	   11	   1	  349.39
105	    1	    2	  80	    9	   1	  333.73
105	    1	    2	  81	    9	   1	  312.68
105	    1	    2	  82	    1	   1	  418.50
105	    1	    2	  83	    1	   1	  416.70
105	    1	    2	  84	   11	   1	  377.18
105	    1	    2	  85	    5	   1	  483.28
