103,1,1,5,3,1,1,1,3,4,6,6,1,1,1,0.68633
103,1,1,5,3,1,2,12,8,4,6,8,2,2,1,0.54656
103,1,1,5,3,1,3,12,8,4,6,8,2,2,1,0.60223
103,1,1,5,3,1,4,5,5,4,6,6,1,2,0,0.74964
103,1,1,5,3,1,5,10,7,4,6,8,2,2,1,0.45622
103,1,1,5,3,1,6,12,8,4,6,8,2,2,1,0.71684
103,1,1,5,3,1,7,5,5,4,6,6,1,1,1,1.1766
103,1,1,5,3,1,8,10,7,4,6,8,2,2,1,0.7727
103,1,1,5,3,1,9,3,4,4,6,6,1,2,0,0.41852
103,1,1,5,3,1,10,8,6,4,6,8,2,1,0,0.7419
103,1,1,5,3,1,11,8,6,4,6,8,2,1,0,0.6769
103,1,1,5,3,1,12,12,8,4,6,8,2,2,1,0.51844
103,1,1,5,3,1,13,5,5,4,6,6,1,1,1,0.86476
103,1,1,5,3,1,14,10,7,4,6,8,2,2,1,0.81961
103,1,1,5,3,1,15,3,4,4,6,6,1,1,1,0.53371
103,1,1,5,3,1,16,10,7,4,6,8,2,2,1,1.4848
103,1,1,5,3,1,17,8,6,4,6,8,2,1,0,0.97562
103,1,1,5,3,1,18,5,5,4,6,6,1,1,1,0.5236
103,1,1,5,3,1,19,1,3,4,6,6,1,1,1,0.91032
103,1,1,5,3,1,20,3,4,4,6,6,1,1,1,1.0445
103,1,1,5,3,1,21,1,3,4,6,6,1,1,1,0.39025
103,1,1,5,3,1,22,1,3,4,6,6,1,1,1,1.0309
103,1,1,5,3,1,23,8,6,4,6,8,2,2,1,1.0581
103,1,1,5,3,1,24,3,4,4,6,6,1,1,1,0.40454
103,1,1,5,3,0,1,12,8,4,6,8,2,2,1,0.55736
103,1,1,5,3,0,2,1,3,4,6,6,1,1,1,0.3246
103,1,1,5,3,0,3,12,8,4,6,8,2,2,1,0.4201
103,1,1,5,3,0,4,8,6,4,6,8,2,2,1,0.62474
103,1,1,5,3,0,5,3,4,4,6,6,1,1,1,0.26344
103,1,1,5,3,0,6,5,5,4,6,6,1,1,1,0.34221
103,1,1,5,3,0,7,3,4,4,6,6,1,1,1,0.33313
103,1,1,5,3,0,8,10,7,4,6,8,2,2,1,0.41996
103,1,1,5,3,0,9,12,8,4,6,8,2,2,1,0.46478
103,1,1,5,3,0,10,12,8,4,6,8,2,2,1,0.39163
103,1,1,5,3,0,11,1,3,4,6,6,1,1,1,0.36922
103,1,1,5,3,0,12,12,8,4,6,8,2,2,1,0.53053
103,1,1,5,3,0,13,8,6,4,6,8,2,2,1,0.79729
103,1,1,5,3,0,14,10,7,4,6,8,2,2,1,0.45685
103,1,1,5,3,0,15,12,8,4,6,8,2,2,1,0.67194
103,1,1,5,3,0,16,10,7,4,6,8,2,2,1,1.0522
103,1,1,5,3,0,17,3,4,4,6,6,1,1,1,0.48332
103,1,1,5,3,0,18,3,4,4,6,6,1,1,1,0.36494
103,1,1,5,3,0,19,1,3,4,6,6,1,1,1,0.75454
103,1,1,5,3,0,20,5,5,4,6,6,1,2,0,0.57644
103,1,1,5,3,0,21,1,3,4,6,6,1,1,1,0.37136
103,1,1,5,3,0,22,1,3,4,6,6,1,1,1,0.43406
103,1,1,5,3,0,23,3,4,4,6,6,1,1,1,0.56826
103,1,1,5,3,0,24,12,8,4,6,8,2,2,1,0.37335
103,1,1,5,3,0,25,12,8,4,6,8,2,2,1,0.41096
103,1,1,5,3,0,26,3,4,4,6,6,1,1,1,0.65493
103,1,1,5,3,0,27,8,6,4,6,8,2,2,1,1.0585
103,1,1,5,3,0,28,5,5,4,6,6,1,1,1,1.027
103,1,1,5,3,0,29,1,3,4,6,6,1,1,1,1.1179
103,1,1,5,3,0,30,1,3,4,6,6,1,1,1,0.75335
103,1,1,5,3,0,31,8,6,4,6,8,2,2,1,1.5498
103,1,1,5,3,0,32,5,5,4,6,6,1,1,1,0.61505
