108,2,5,3,1,1,12,14,6,2,2,1,390.36
108,2,5,3,1,2,5,8,5,1,2,0,662.98
108,2,5,3,1,3,10,12,6,2,2,1,480.59
108,2,5,3,1,4,8,10,6,2,2,1,411.93
108,2,5,3,1,5,3,6,5,1,1,1,545.25
108,2,5,3,1,6,3,6,5,1,1,1,326.92
108,2,5,3,1,7,12,14,6,2,2,1,347.21
108,2,5,3,1,8,3,6,5,1,1,1,360.15
108,2,5,3,1,9,1,4,5,1,1,1,339.15
108,2,5,3,1,10,8,10,6,2,2,1,341.42
108,2,5,3,1,11,10,12,6,2,2,1,291.6
108,2,5,3,1,12,5,8,5,1,1,1,360.35
108,2,5,3,1,13,1,4,5,1,1,1,342.87
108,2,5,3,1,14,5,8,5,1,2,0,433.1
108,2,5,3,1,15,8,10,6,2,2,1,327.31
108,2,5,3,1,16,1,4,5,1,1,1,444.46
108,2,5,3,1,17,10,12,6,2,2,1,347.01
108,2,5,3,1,18,10,12,6,2,2,1,289.06
108,2,5,3,1,19,12,14,6,2,2,1,309.46
108,2,5,3,1,20,8,10,6,2,2,1,329.55
108,2,5,3,1,21,3,6,5,1,1,1,393.2
108,2,5,3,1,22,12,14,6,2,2,1,335.8
108,2,5,3,1,23,1,4,5,1,1,1,352.52
108,2,5,3,1,24,5,8,5,1,1,1,374.28
108,2,5,3,0,1,12,14,6,2,2,1,318.42
108,2,5,3,0,2,1,4,5,1,1,1,294.78
108,2,5,3,0,3,3,6,5,1,1,1,325.11
108,2,5,3,0,4,10,12,6,2,2,1,360.54
108,2,5,3,0,5,5,8,5,1,1,1,310.59
108,2,5,3,0,6,5,8,5,1,1,1,424.83
108,2,5,3,0,7,12,14,6,2,2,1,357.17
108,2,5,3,0,8,3,6,5,1,1,1,297.8
108,2,5,3,0,9,8,10,6,2,2,1,343.62
108,2,5,3,0,10,12,14,6,2,2,1,320.42
108,2,5,3,0,11,1,4,5,1,1,1,300.07
108,2,5,3,0,12,10,12,6,2,2,1,370.42
108,2,5,3,0,13,5,8,5,1,1,1,371.46
108,2,5,3,0,14,1,4,5,1,1,1,292.06
108,2,5,3,0,15,12,14,6,2,2,1,346.86
108,2,5,3,0,16,10,12,6,2,2,1,313.42
108,2,5,3,0,17,3,6,5,1,1,1,340.28
108,2,5,3,0,18,1,4,5,1,1,1,537.04
108,2,5,3,0,19,12,14,6,2,2,1,340.34
108,2,5,3,0,20,8,10,6,2,2,1,389.9
108,2,5,3,0,21,5,8,5,1,1,1,346.35
108,2,5,3,0,22,3,6,5,1,1,1,295.33
108,2,5,3,0,23,1,4,5,1,1,1,319.75
108,2,5,3,0,24,8,10,6,2,2,1,400.21
108,2,5,3,0,25,8,10,6,2,2,1,421.72
