3600
202	    2	    2	   1	    8	   1	 2700.00	   1
202	    2	    2	   2	    6	   1	 1041.50	   0
202	    2	    2	   3	   12	   1	  779.24	   0
202	    2	    2	   4	   10	   1	 1139.30	   0
202	    2	    2	   5	   12	   1	  931.23	   0
202	    2	    2	   6	   10	   1	 1037.30	   0
202	    2	    2	   7	    4	   1	  920.06	   0
202	    2	    2	   8	    8	   1	 1174.90	   0
202	    2	    2	   9	   12	   1	  988.15	   0
202	    2	    2	  10	   12	   1	  883.36	   0
202	    2	    2	  11	   10	   1	  936.77	   0
202	    2	    2	  12	   12	   1	  956.56	   0
202	    2	    2	  13	   12	   1	  943.69	   0
202	    2	    2	  14	   10	   1	 1288.90	   0
202	    2	    2	  15	   12	   1	  852.52	   0
202	    2	    2	  16	    6	   1	 1427.60	   0
202	    2	    2	  17	    8	   1	 1068.20	   0
202	    2	    2	  18	    4	   1	  955.96	   0
202	    2	    2	  19	   12	   1	  873.13	   0
202	    2	    2	  20	    6	   1	 1196.70	   0
202	    2	    2	  21	    4	   1	 1013.80	   0
202	    2	    2	  22	   10	   1	  934.34	   0
202	    2	    2	  23	    8	   1	 1077.30	   0
202	    2	    2	  24	    2	   1	  908.87	   0
202	    2	    2	  25	    6	   1	 1338.90	   0
202	    2	    2	  26	    4	   1	 1104.30	   0
202	    2	    2	  27	    4	   1	 1367.10	   0
202	    2	    2	  28	    2	   1	 1033.00	   0
202	    2	    2	  29	   12	   1	 1067.40	   1
202	    2	    2	  30	    8	   1	 3589.10	   1
202	    2	    2	  31	    6	   1	 1508.50	   0
202	    2	    2	  32	    2	   1	  997.21	   0
202	    2	    2	  33	   10	   1	  937.70	   0
202	    2	    2	  34	   10	   1	 1039.70	   0
202	    2	    2	  35	    6	   1	 1254.60	   0
202	    2	    2	  36	    4	   1	 1494.00	   1
202	    2	    2	  37	    8	   0	 2453.20	   0
202	    2	    2	  38	    2	   1	  897.89	   0
202	    2	    2	  39	    8	   0	 2601.00	   1
202	    2	    2	  40	    2	   1	  895.96	   0
202	    2	    2	  41	   10	   1	  768.64	   0
202	    2	    2	  42	    6	   1	 2803.90	   1
202	    2	    2	  43	    4	   1	  898.26	   0
202	    2	    2	  44	    2	   1	  983.78	   0
202	    2	    2	  45	    8	   1	  943.20	   0
202	    2	    2	  46	    6	   0	  850.53	   0
202	    2	    2	  47	    6	   1	 1050.70	   0
202	    2	    2	  48	    8	   1	 2563.60	   1
202	    2	    2	  49	   10	   1	 1002.70	   0
202	    2	    2	  50	    4	   1	  962.02	   0
202	    2	    2	  51	    2	   1	 1022.00	   0
202	    2	    2	  52	    2	   1	 1044.30	   0
202	    2	    2	  53	    2	   1	 1315.90	   1
202	    2	    2	  54	   12	   1	 1013.00	   0
202	    2	    2	  55	    4	   1	  913.77	   0
202	    2	    2	  56	    2	   1	 1029.50	   0
202	    2	    2	  57	    6	   1	 1270.40	   0
202	    2	    2	  58	    2	   1	 1132.40	   0
202	    2	    2	  59	    2	   1	 1228.10	   0
202	    2	    2	  60	    6	   1	 1015.70	   0
202	    2	    2	  61	    2	   1	  633.83	   0
202	    2	    2	  62	    8	   1	  927.03	   0
202	    2	    2	  63	   10	   1	  905.05	   0
202	    2	    2	  64	    4	   1	 1101.90	   0
202	    2	    2	  65	   12	   1	  732.86	   0
202	    2	    2	  66	    8	   1	 1686.50	   0
202	    2	    2	  67	   12	   1	  656.68	   0
202	    2	    2	  68	    8	   1	  775.87	   0
202	    2	    2	  69	    8	   1	  605.09	   0
202	    2	    2	  70	    4	   1	 2048.00	   1
202	    2	    2	  71	   10	   1	  975.35	   0
202	    2	    2	  72	    4	   1	 1057.40	   0
202	    2	    2	  73	    6	   1	  881.48	   0
202	    2	    2	  74	    8	   1	 1343.80	   0
202	    2	    2	  75	    4	   1	  867.11	   0
202	    2	    2	  76	   10	   1	 2057.90	   1
202	    2	    2	  77	    8	   0	  960.34	   0
202	    2	    2	  78	    2	   1	  675.35	   0
202	    2	    2	  79	   10	   1	  492.96	   0
202	    2	    2	  80	   12	   1	  539.14	   0
202	    2	    2	  81	    6	   1	 1809.30	   0
202	    2	    2	  82	    6	   1	  657.63	   0
202	    2	    2	  83	   10	   1	  615.17	   0
202	    2	    2	  84	    2	   1	  690.15	   0
202	    2	    2	  85	    2	   1	  803.32	   0
202	    2	    2	  86	   10	   1	  874.36	   0
202	    2	    2	  87	    6	   1	 1239.40	   0
202	    2	    2	  88	    8	   1	 1023.10	   0
202	    2	    2	  89	   10	   1	  594.57	   0
