3600
204	2	2	1	2	1	768.63	0
204	2	2	2	6	1	575.44	0
204	2	2	3	8	1	486.67	0
204	2	2	4	10	0	627.38	0
204	2	2	5	6	1	718.91	0
204	2	2	6	6	1	480.4	0
204	2	2	7	12	0	803	0
204	2	2	8	8	0	536.15	0
204	2	2	9	8	1	459.86	0
204	2	2	10	8	0	636.68	0
204	2	2	11	4	1	488.03	0
204	2	2	12	10	1	553.16	0
204	2	2	13	10	0	589.48	0
204	2	2	14	2	0	560.46	0
204	2	2	15	8	0	503.55	0
204	2	2	16	12	0	791.35	0
204	2	2	17	12	1	731.67	0
204	2	2	18	2	1	790.88	0
204	2	2	19	4	0	588.41	0
204	2	2	20	12	1	710.01	0
204	2	2	21	12	1	450.29	0
204	2	2	22	8	1	677.46	0
204	2	2	23	2	0	2066.6	0
204	2	2	24	6	0	807.41	0
204	2	2	25	4	0	837	0
204	2	2	26	12	1	635.72	0
204	2	2	27	10	1	513.41	0
204	2	2	28	2	0	802.17	0
204	2	2	29	4	0	740.37	0
204	2	2	30	12	0	839.51	0
204	2	2	31	2	0	502.06	0
204	2	2	32	2	1	671.37	0
204	2	2	33	8	0	613.55	0
204	2	2	34	2	1	558.72	0
204	2	2	35	8	0	522.38	0
204	2	2	36	10	0	538.74	0
204	2	2	37	10	0	897.69	0
204	2	2	38	6	0	762.25	0
204	2	2	39	10	0	2555.4	0
204	2	2	40	10	1	456.69	0
204	2	2	41	4	1	599.31	0
204	2	2	42	12	0	406.21	0
204	2	2	43	6	1	576.33	0
204	2	2	44	6	1	788.16	0
204	2	2	45	4	1	774.96	0
204	2	2	46	2	0	823.02	0
204	2	2	47	4	0	886.94	0
204	2	2	48	6	0	758.87	0
204	2	2	49	4	0	650.66	0
204	2	2	50	4	1	509.38	0
204	2	2	51	12	1	656.09	0
204	2	2	52	4	0	649.03	0
204	2	2	53	4	0	606.17	0
204	2	2	54	8	1	627.01	0
204	2	2	55	4	1	482.89	0
204	2	2	56	4	1	561.64	0
204	2	2	57	2	0	605.06	0
