3600
102	    3	    2	   1	    1	   1	  381.87	   0
102	    3	    2	   2	   12	   1	  489.78	   0
102	    3	    2	   3	    1	   1	  410.09	   0
102	    3	    2	   4	    5	   1	  972.51	   0
102	    3	    2	   5	    8	   1	  559.55	   0
102	    3	    2	   6	    1	   1	  606.48	   1
102	    3	    2	   7	    1	   1	  581.27	   1
102	    3	    2	   8	    3	   1	  507.45	   0
102	    3	    2	   9	    3	   1	  556.40	   0
102	    3	    2	  10	    1	   1	  603.32	   1
102	    3	    2	  11	    3	   1	  570.39	   0
102	    3	    2	  12	    5	   1	  668.48	   0
102	    3	    2	  13	   12	   1	  369.24	   0
102	    3	    2	  14	    3	   1	  434.76	   0
102	    3	    2	  15	    5	   1	  585.28	   0
102	    3	    2	  16	    5	   1	  475.78	   0
102	    3	    2	  17	    8	   1	  440.76	   0
102	    3	    2	  18	   10	   1	  459.40	   0
102	    3	    2	  19	    8	   1	  451.94	   0
102	    3	    2	  20	   10	   1	  463.24	   0
102	    3	    2	  21	    5	   1	  735.94	   0
102	    3	    2	  22	    5	   1	  473.30	   0
102	    3	    2	  23	   12	   1	  465.42	   0
102	    3	    2	  24	    3	   1	  479.02	   0
102	    3	    2	  25	    1	   1	  468.66	   0
102	    3	    2	  26	   12	   1	  585.87	   0
102	    3	    2	  27	    5	   1	  533.57	   0
102	    3	    2	  28	    3	   1	  519.30	   0
102	    3	    2	  29	   12	   1	  434.02	   0
102	    3	    2	  30	    1	   1	  379.60	   0
102	    3	    2	  31	    5	   1	  435.10	   0
102	    3	    2	  32	   12	   1	  385.72	   0
102	    3	    2	  33	    8	   1	  576.15	   0
102	    3	    2	  34	   10	   1	  324.97	   0
102	    3	    2	  35	    3	   1	  442.21	   0
102	    3	    2	  36	    8	   1	  519.77	   0
102	    3	    2	  37	    5	   1	  545.76	   0
102	    3	    2	  38	    3	   1	  456.19	   0
102	    3	    2	  39	    5	   1	  392.74	   0
102	    3	    2	  40	   10	   1	  313.81	   0
102	    3	    2	  41	   12	   1	  302.86	   0
102	    3	    2	  42	    1	   1	  405.36	   0
102	    3	    2	  43	    3	   1	  441.49	   0
102	    3	    2	  44	    8	   1	  460.24	   0
102	    3	    2	  45	    8	   1	  414.24	   0
102	    3	    2	  46	   10	   1	  419.94	   0
102	    3	    2	  47	    8	   1	  642.36	   0
102	    3	    2	  48	   10	   1	  529.71	   0
102	    3	    2	  49	    8	   1	  451.07	   0
102	    3	    2	  50	   10	   1	  397.59	   0
102	    3	    2	  51	    5	   1	  432.20	   0
102	    3	    2	  52	    8	   1	  585.59	   0
