104,1,3,1,1,1,5,60,8,1,1,1,0.91106
104,1,3,1,1,2,7,80,8,2,2,1,0.64209
104,1,3,1,1,3,7,80,8,2,2,1,0.53849
104,1,3,1,1,4,11,120,8,2,2,1,0.39085
104,1,3,1,1,5,11,120,8,2,2,1,0.38109
104,1,3,1,1,6,1,20,8,1,1,1,0.49726
104,1,3,1,1,7,1,20,8,1,1,1,0.34315
104,1,3,1,1,8,3,40,8,1,1,1,0.37536
104,1,3,1,1,9,1,20,8,1,1,1,0.75132
104,1,3,1,1,10,11,120,8,2,2,1,0.50992
104,1,3,1,1,11,9,100,8,2,2,1,0.66316
104,1,3,1,1,12,5,60,8,1,1,1,0.79045
104,1,3,1,1,13,5,60,8,1,1,1,0.73778
104,1,3,1,1,14,3,40,8,1,1,1,0.50483
104,1,3,1,1,15,7,80,8,2,2,1,0.67532
104,1,3,1,1,16,1,20,8,1,1,1,0.43838
104,1,3,1,1,17,3,40,8,1,1,1,0.55406
104,1,3,1,1,18,5,60,8,1,1,1,0.65391
104,1,3,1,1,19,9,100,8,2,2,1,0.46505
104,1,3,1,1,20,7,80,8,2,2,1,0.62924
104,1,3,1,1,21,3,40,8,1,1,1,0.40963
104,1,3,1,1,22,9,100,8,2,2,1,0.48592
104,1,3,1,1,23,11,120,8,2,2,1,0.37265
104,1,3,1,1,24,9,100,8,2,2,1,0.44682
104,1,3,1,0,1,11,120,8,2,2,1,0.37484
104,1,3,1,0,2,1,20,8,1,1,1,0.35107
104,1,3,1,0,3,11,120,8,2,2,1,0.43334
104,1,3,1,0,4,7,80,8,2,2,1,0.50705
104,1,3,1,0,5,3,40,8,1,1,1,0.40014
104,1,3,1,0,6,3,40,8,1,1,1,0.41525
104,1,3,1,0,7,5,60,8,1,1,1,0.58329
104,1,3,1,0,8,5,60,8,1,1,1,0.67548
104,1,3,1,0,9,1,20,8,1,1,1,0.3492
104,1,3,1,0,10,3,40,8,1,1,1,0.40842
104,1,3,1,0,11,11,120,8,2,2,1,0.41204
104,1,3,1,0,12,11,120,8,2,2,1,0.51626
104,1,3,1,0,13,11,120,8,2,2,1,0.41232
104,1,3,1,0,14,7,80,8,2,2,1,0.58615
104,1,3,1,0,15,9,100,8,2,2,1,0.39196
104,1,3,1,0,16,9,100,8,2,2,1,0.56611
104,1,3,1,0,17,7,80,8,2,2,1,0.54795
104,1,3,1,0,18,11,120,8,2,2,1,0.43756
104,1,3,1,0,19,3,40,8,1,1,1,0.55306
104,1,3,1,0,20,5,60,8,1,1,1,0.64447
104,1,3,1,0,21,11,120,8,2,2,1,0.49326
104,1,3,1,0,22,5,60,8,1,1,1,0.51991
104,1,3,1,0,23,3,40,8,1,1,1,0.70092
104,1,3,1,0,24,1,20,8,1,1,1,0.47729
104,1,3,1,0,25,9,100,8,2,2,1,0.59187
104,1,3,1,0,26,1,20,8,1,1,1,0.40391
104,1,3,1,0,27,3,40,8,1,1,1,0.9635
104,1,3,1,0,28,11,120,8,2,2,1,0.84582
104,1,3,1,0,29,7,80,8,2,2,1,0.96483
104,1,3,1,0,30,11,120,8,2,2,1,0.55093
104,1,3,1,0,31,7,80,8,2,2,1,0.66436
104,1,3,1,0,32,1,20,8,1,1,1,0.45472
104,1,3,1,0,33,5,60,8,1,1,1,1.5577
104,1,3,1,0,34,1,20,8,1,1,1,0.4395
104,1,3,1,0,35,7,80,8,2,2,1,1.508
104,1,3,1,0,36,5,60,8,1,1,1,1.3438
104,1,3,1,0,37,7,80,8,2,2,1,0.62856
104,1,3,1,0,38,9,100,8,2,2,1,0.51211
104,1,3,1,0,39,5,60,8,1,1,1,0.66741
104,1,3,1,0,40,3,40,8,1,1,1,0.5695
104,1,3,1,0,41,11,120,8,2,2,1,0.75277
104,1,3,1,0,42,9,100,8,2,2,1,0.59882
104,1,3,1,0,43,3,40,8,1,1,1,0.46307
104,1,3,1,0,44,7,80,8,2,2,1,0.7541
104,1,3,1,0,45,5,60,8,1,1,1,1.5169
104,1,3,1,0,46,3,40,8,1,1,1,0.61255
104,1,3,1,0,47,9,100,8,2,2,1,0.49554
104,1,3,1,0,48,9,100,8,2,2,1,0.92505
104,1,3,1,0,49,11,120,8,2,2,1,0.75522
104,1,3,1,0,50,1,20,8,1,1,1,0.38745
104,1,3,1,0,51,9,100,8,2,2,1,0.60042
104,1,3,1,0,52,7,80,8,2,2,1,0.92955
104,1,3,1,0,53,7,80,8,2,2,1,0.56363
104,1,3,1,0,54,7,80,8,2,2,1,0.48374
104,1,3,1,0,55,3,40,8,1,1,1,0.438
104,1,3,1,0,56,3,40,8,1,1,1,0.43662
104,1,3,1,0,57,9,100,8,2,2,1,0.4878
104,1,3,1,0,58,1,20,8,1,1,1,0.41604
104,1,3,1,0,59,7,80,8,2,2,1,1.5735
104,1,3,1,0,60,1,20,8,1,1,1,0.40528
