201,2,0,2,1,1,1,11,6,14,5,4,2,2,1,0.73843
201,2,0,2,1,1,2,1,6,4,5,4,1,1,1,0.38696
201,2,0,2,1,1,3,9,6,12,5,4,2,2,1,0.49753
201,2,0,2,1,1,4,5,6,8,5,4,1,1,1,0.64368
201,2,0,2,1,1,5,7,6,10,5,4,2,1,0,0.54667
201,2,0,2,1,1,6,7,6,10,5,4,2,1,0,0.5643
201,2,0,2,1,1,7,7,6,10,5,4,2,2,1,0.53316
201,2,0,2,1,1,8,9,6,12,5,4,2,2,1,0.53766
201,2,0,2,1,1,9,3,6,6,5,4,1,1,1,0.59472
201,2,0,2,1,1,10,1,6,4,5,4,1,1,1,0.45017
201,2,0,2,1,1,11,3,6,6,5,4,1,1,1,0.6834
201,2,0,2,1,1,12,9,6,12,5,4,2,2,1,0.44806
201,2,0,2,1,1,13,11,6,14,5,4,2,2,1,0.35516
201,2,0,2,1,1,14,5,6,8,5,4,1,1,1,0.51883
201,2,0,2,1,1,15,1,6,4,5,4,1,1,1,0.55015
201,2,0,2,1,1,16,3,6,6,5,4,1,1,1,0.46283
201,2,0,2,1,1,17,3,6,6,5,4,1,1,1,0.54842
201,2,0,2,1,1,18,5,6,8,5,4,1,1,1,0.50858
201,2,0,2,1,1,19,11,6,14,5,4,2,2,1,0.44253
201,2,0,2,1,1,20,5,6,8,5,4,1,1,1,0.52442
201,2,0,2,1,1,21,11,6,14,5,4,2,2,1,0.39809
201,2,0,2,1,1,22,7,6,10,5,4,2,1,0,0.61184
201,2,0,2,1,1,23,9,6,12,5,4,2,2,1,0.50437
201,2,0,2,1,1,24,1,6,4,5,4,1,1,1,0.45466
201,2,0,2,1,0,1,5,6,8,5,4,1,1,1,0.33927
201,2,0,2,1,0,2,1,6,4,5,4,1,1,1,0.35163
201,2,0,2,1,0,3,7,6,10,5,4,2,2,1,0.31211
201,2,0,2,1,0,4,7,6,10,5,4,2,2,1,0.55147
201,2,0,2,1,0,5,1,6,4,5,4,1,1,1,0.41738
201,2,0,2,1,0,6,11,6,14,5,4,2,2,1,0.46361
201,2,0,2,1,0,7,9,6,12,5,4,2,2,1,0.38539
201,2,0,2,1,0,8,7,6,10,5,4,2,2,1,0.41246
201,2,0,2,1,0,9,5,6,8,5,4,1,2,0,0.42568
201,2,0,2,1,0,10,1,6,4,5,4,1,1,1,0.80335
201,2,0,2,1,0,11,3,6,6,5,4,1,1,1,0.3645
201,2,0,2,1,0,12,11,6,14,5,4,2,2,1,0.36465
201,2,0,2,1,0,13,7,6,10,5,4,2,2,1,0.68559
201,2,0,2,1,0,14,3,6,6,5,4,1,1,1,0.45717
201,2,0,2,1,0,15,11,6,14,5,4,2,2,1,0.36337
201,2,0,2,1,0,16,1,6,4,5,4,1,1,1,0.33573
201,2,0,2,1,0,17,7,6,10,5,4,2,2,1,0.40537
201,2,0,2,1,0,18,9,6,12,5,4,2,2,1,0.41933
201,2,0,2,1,0,19,7,6,10,5,4,2,2,1,0.37519
201,2,0,2,1,0,20,11,6,14,5,4,2,2,1,0.36949
201,2,0,2,1,0,21,9,6,12,5,4,2,2,1,0.38063
201,2,0,2,1,0,22,11,6,14,5,4,2,2,1,0.38347
201,2,0,2,1,0,23,7,6,10,5,4,2,1,0,0.43504
201,2,0,2,1,0,24,5,6,8,5,4,1,1,1,0.91702
201,2,0,2,1,0,25,9,6,12,5,4,2,1,0,0.6293
